#      time         order        air_handl1   air_handli   plant_pla1   plant_pla2   plant_pla3   plant_pla4   plant_plan   zone_zone1   zone_zone2   zone_zone3   zone_zone4   zone_zone5   zone_zone_
  15.88639879       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       1.1538       945.85       1254.2       71.667       71.667       1.1538    
  16.59321325       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       42.099       891.31       1214.6       86.836       86.836       42.099    
  17.12604816       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       114.67       757.98       1085.1       130.88       130.88       114.67    
  17.71025912       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       175.62       497.10       823.80       260.74       260.74       175.62    
  18.24962479       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       183.37       502.70       445.13       445.13       192.30    
  18.94977328       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       0.0000       177.67       619.36       619.36       192.30    
  19.78626644       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       0.0000       286.16       510.81       510.81       192.30    
  20.62726100       1.0000       56.751       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       146.29       457.31       789.45       208.33       208.33       146.29    
  21.50982991       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       32.467       676.56       1005.3       142.48       142.48       32.467    
  22.75822102       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       745.81       1075.1       119.60       119.60       0.0000    
  24.00000000       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       784.46       1116.7       78.732       78.732       0.0000    
  24.00000000       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       784.46       1116.7       71.240       71.240       0.0000    
  24.28471348       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       798.68       1132.2       71.240       71.240       0.0000    
  24.37149499       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       800.58       1134.6       71.240       71.240       0.0000    
  24.37149500       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       800.58       1134.6       71.240       71.240       0.0000    
  24.59926578       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       802.05       1137.1       71.240       71.240       0.0000    
  24.82703657       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       803.53       1139.3       71.240       71.240       0.0000    
  25.28257814       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       807.33       1142.8       71.240       71.240       0.0000    
  26.19366128       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       813.02       1144.7       71.240       71.240       0.0000    
  27.69366128       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       836.39       1178.6       71.240       71.240       0.0000    
  29.19366128       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       10.429       780.70       1128.4       140.58       140.58       10.429    
  30.09283768       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       109.79       429.79       770.36       371.78       371.78       109.79    
  31.08830303       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       184.60       470.73       816.45       321.75       321.75       184.60    
  31.97757048       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       99.445       828.18       1172.7       116.01       116.01       99.445    
  33.04756084       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       966.51       1193.9       71.994       71.994       2.0357    
  33.88941110       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       943.92       867.87       71.240       71.240       0.0000    
  34.76127594       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       908.80       747.38       71.240       71.240       0.0000    
  35.34732472       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       822.38       744.12       124.45       124.45       0.0000    
  35.78281607       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       646.67       566.81       239.04       239.04      5.65724E-08
  36.27930039       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       407.46       251.44       385.97       385.97      9.08566E-10
  36.72577459       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       358.13       99.716       400.78       400.78       0.0000    
  37.18620934       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       504.22       152.46       291.17       291.17       0.0000    
  37.72702919       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       701.66       266.48       155.57       155.57       0.0000    
  38.19777956       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       807.39       409.79       96.163       96.163       0.0000    
  38.78099773       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       872.69       583.24       75.668       75.668       0.0000    
  39.75042998       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       903.55       928.15       71.240       71.240       0.0000    
  40.48562907       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       32.042       901.04       1025.7       83.110       83.110       32.042    
  41.03121668       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       100.74       836.19       996.46       117.28       117.28       100.74    
  41.64408862       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       171.21       589.71       766.58       241.43       241.43       171.21    
  42.17085830       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       191.91       294.07       476.50       418.89       418.89       191.91    
  42.84686747       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       0.0000       165.03       603.07       603.07       192.30    
  43.11727114       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       0.0000       107.92       629.63       629.63       192.30    
  43.65807848       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       30.431       233.49       550.13       550.13       192.30    
  44.34432176       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       171.98       428.67       638.75       288.96       288.96       171.98    
  45.08634580       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       83.466       696.25       917.85       146.98       146.98       83.466    
  46.57039388       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       731.72       943.21       127.67       127.67       0.0000    
  47.82906358       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       839.55       1066.3       79.336       79.336       0.0000    
  48.00000000       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       851.52       1081.0       78.732       78.732       0.0000    
  48.00000000       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       851.52       1081.0       71.240       71.240       0.0000    
  48.28918681       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       865.12       1098.0       71.240       71.240       0.0000    
  48.37886363       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       865.50       1099.2       71.240       71.240       0.0000    
  48.37886363       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       865.50       1099.2       71.240       71.240       0.0000    
  48.61021308       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       863.17       1098.5       71.240       71.240       0.0000    
  48.84156252       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       861.91       1098.8       71.240       71.240       0.0000    
  49.30426141       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       864.62       1105.2       71.240       71.240       0.0000    
  50.22965919       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       881.88       1132.1       71.240       71.240       0.0000    
  51.72965919       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       836.35       1084.1       71.240       71.240       0.0000    
  53.22965919       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       12.664       637.46       867.67       147.21       147.21       12.664    
  54.11909138       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       113.64       278.38       510.70       378.14       378.14       113.64    
  55.09445960       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       184.44       337.86       578.70       319.83       319.83       184.44    
  55.98773669       1.0000       56.751       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       97.951       758.58       1013.4       114.56       114.56       97.951    
  57.03659776       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       894.62       1124.6       72.048       72.048       2.1821    
  57.87499262       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       900.96       1095.3       71.240       71.240       0.0000    
  58.74268573       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       954.33       1143.0       71.240       71.240       0.0000    
  59.33649617       1.0000       56.751       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       899.91       1126.6       122.58       122.58       19.797    
  59.77375883       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       717.72       983.87       236.21       236.21       63.617    
  60.27374094       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       446.77       768.85       385.06       385.06       134.39    
  60.71901783       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       380.13       739.62       401.41       401.41       176.21    
  61.18243655       1.0000       56.753       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       533.75       903.19       292.33       292.33       182.09    
  61.72533667       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       782.86       1123.3       155.90       155.90       134.50    
  62.19667389       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       943.76       1238.4       96.256       96.256       67.259    
  62.78081331       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1042.3       1305.8       75.672       75.672       11.964    
  63.75542510       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1029.1       1299.5       71.240       71.240       0.0000    
  64.49044195       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       32.492       972.07       1254.7       83.277       83.277       32.492    
  65.03598772       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       101.44       863.52       1153.5       117.96       117.96       101.44    
  65.64730512       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       171.42       620.62       915.92       242.37       242.37       171.42    
  66.17534654       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       191.97       341.64       638.76       420.52       420.52       191.97    
  66.85295717       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       83.131       381.95       604.03       604.03       192.30    
  66.90716602       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       64.919       363.79       612.61       612.61       192.30    
  67.01558372       1.0000       56.752       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       40.481       339.31       627.62       627.62       192.30    
  67.05895080       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       33.348       332.08       628.47       628.47       192.30    
  67.14568496       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       28.521       326.90       630.19       630.19       192.30    
  67.31915328       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       45.331       343.18       618.30       618.30       192.30    
  67.66608992       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       145.59       443.92       547.67       547.67       192.30    
  68.35996321       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       170.94       533.59       840.63       283.39       283.39       170.94    
  69.29925788       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       54.841       849.35       1173.5       142.48       142.48       54.841    
  70.79925788       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       918.79       1246.6       117.78       117.78       0.0000    
  72.00000000       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       984.90       1318.8       78.732       78.732       0.0000    
  72.00000000       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       984.90       1318.8       71.240       71.240       0.0000    
  72.29496586       1.0000       56.743       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1038.1       1380.9       71.240       71.240       0.0000    
  72.38614970       1.0000       56.742       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1056.1       1403.0       71.240       71.240       0.0000    
  72.38614970       1.0000       56.742       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1056.1       1403.0       71.240       71.240       0.0000    
  72.62212239       1.0000       56.742       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1098.6       1456.1       71.240       71.240       0.0000    
  72.85809507       1.0000       56.742       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1137.8       1503.7       71.240       71.240       0.0000    
  73.33004044       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1155.2       1526.1       71.240       71.240       0.0000    
  74.27393118       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1121.7       1488.1       71.240       71.240       0.0000    
  75.77393118       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1072.4       1427.1       71.240       71.240       0.0000    
  77.27393118       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       15.620       945.67       1299.9       155.75       155.75       15.620    
  78.16511146       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       120.40       580.81       932.91       389.30       389.30       120.40    
  79.12942601       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       183.50       659.55       1015.5       308.94       308.94       183.50    
  80.04484791       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       89.562       1022.6       1377.8       109.02       109.02       89.562    
  81.09330812       1.0000       56.749       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       1.4248       1241.3       1598.8       71.768       71.768       1.4248    
  81.93124331       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1274.1       1612.5       71.240       71.240       0.0000    
  82.79848239       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1293.0       1621.3       71.240       71.240       0.0000    
  83.36658614       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1195.1       1528.6       127.79       127.79       21.806    
  83.79947714       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       983.68       1332.9       244.23       244.23       66.708    
  84.28911923       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       687.69       1066.2       387.57       387.57       136.24    
  84.74000189       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       593.40       997.91       399.44       399.44       177.61    
  85.19912675       1.0000       56.753       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       750.89       1176.6       287.21       287.21       181.64    
  85.73227922       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1050.5       1478.0       154.56       154.56       133.67    
  86.20296054       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1257.6       1666.0       95.844       95.844       66.415    
  86.78617785       1.0000       56.749       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1398.1       1791.7       75.540       75.540       11.606    
  87.77868424       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1416.7       1815.4       71.240       71.240       0.0000    
  88.51017849       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       34.337       1335.6       1734.6       83.961       83.961       34.337    
  89.05470158       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       104.19       1194.8       1591.1       120.64       120.64       104.19    
  89.66102415       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       172.34       944.03       1341.5       246.37       246.37       172.34    
  90.19304647       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.21       655.76       1051.7       426.91       426.91       192.21    
  90.87684786       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       383.39       775.45       607.81       607.81       192.30    
  91.15036841       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       335.89       725.77       630.28       630.28       192.30    
  91.69740953       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       192.30       449.89       838.05       538.06       538.06       192.30    
  92.43375692       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       165.11       832.97       1225.5       259.78       259.78       165.11    
  93.41073027       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       41.730       1070.4       1461.3       142.48       142.48       41.730    
  94.79426438       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1117.1       1500.2       118.00       118.00       0.0000    
  96.00000000       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1118.4       1489.5       78.732       78.732       0.0000    
  96.00000000       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1118.4       1489.5       71.240       71.240       0.0000    
  96.30071317       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1130.3       1501.3       71.240       71.240       0.0000    
  96.39334297       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1132.3       1503.8       71.240       71.240       0.0000    
  96.39334297       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1132.3       1503.8       71.240       71.240       0.0000    
  96.63391351       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1134.1       1506.6       71.240       71.240       0.0000    
  96.87448405       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1135.2       1508.5       71.240       71.240       0.0000    
  97.35562512       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1136.2       1510.7       71.240       71.240       0.0000    
  98.31790726       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1128.5       1503.7       71.240       71.240       0.0000    
  99.81790726       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1127.9       1506.5       71.329       71.329       0.0000    
  101.3179073       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       18.556       957.15       1323.5       164.24       164.24       18.556    
  102.2038766       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       126.00       609.80       974.52       398.22       398.22       126.00    
  103.1510418       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       182.92       731.21       1105.6       302.20       302.20       182.92    
  104.0805698       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       84.315       1163.9       1555.5       106.02       106.02       84.315    
  105.1141506       1.0000       56.759       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       1.1464       1234.2       1590.1       71.665       71.665       1.1464    
  105.9578615       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1243.9       1500.9       71.240       71.240       0.0000    
  106.8246366       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1186.3       1254.3       72.093       72.093       0.0000    
  107.3828147       1.0000       56.761       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1033.2       911.75       130.60       130.60       0.0000    
  107.8125590       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       799.46       627.92       248.80       248.80       0.0000    
  108.2957924       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       557.43       447.80       388.66       388.66       0.0000    
  108.7498404       1.0000       56.752       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       533.21       442.87       398.51       398.51     -1.49130E-03
  109.2115549       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       731.85       605.53       283.57       283.57       0.0000    
  109.7381188       1.0000       56.743       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1013.9       853.11       153.43       153.43       0.0000    
  110.2106347       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1166.1       1043.7       95.503       95.503       0.0000    
  110.7936669       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1218.0       1175.7       75.354       75.354       0.0000    
  111.7947915       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       1285.4       1470.1       71.240       71.240       0.0000    
  112.5213480       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       35.381       1270.3       1542.6       84.347       84.347       35.381    
  113.0644037       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       105.61       1172.0       1468.8       122.04       122.04       105.61    
